,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W/L
2,Paulson Adebo,NOR,0,8,4,50.0%,42,10.5,5.3,0,65.6,8.5,15,27,0,0,0,0.0,0,6,1,14.3%,W
3,Tyrann Mathieu,NOR,0,5,3,60.0%,17,5.7,3.4,1,105.8,6.8,7,10,1,0,0,0.0,0,3,0,0.0%,W
4,Demario Davis,NOR,0,5,2,40.0%,23,11.5,4.6,0,54.6,3.2,6,17,0,0,0,0.0,0,8,1,11.1%,W
5,Alontae Taylor,NOR,0,2,2,100.0%,29,14.5,14.5,0,118.7,8.5,17,12,0,0,0,0.0,0,4,0,0.0%,W
6,Bradley Roby,NOR,0,3,2,66.7%,15,7.5,5.0,0,78.5,0.0,3,12,0,0,0,0.0,0,2,1,33.3%,W
7,Zack Baun,NOR,0,1,1,100.0%,9,9.0,9.0,0,104.2,3.0,3,6,6,0,1,0.0,1,4,1,20.0%,W
8,Marcus Maye,NOR,0,2,1,50.0%,2,2.0,1.0,0,56.2,5.5,2,0,0,0,0,0.0,0,5,0,0.0%,W
9,Kentavius Street,NOR,0,0,0,,,,,,,,,,0,0,2,0.0,2,2,0,0.0%,W
10,Shy Tuttle,NOR,0,0,0,,,,,,,,,,0,0,0,1.0,1,5,0,0.0%,W
11,David Onyemata,NOR,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,W
12,Malcolm Roach,NOR,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,W
13,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W
14,Dre Greenlaw,SFO,0,5,4,80.0%,26,6.5,5.2,0,88.3,1.4,1,25,3,0,0,0.0,0,6,1,14.3%,W
15,Jimmie Ward,SFO,0,5,3,60.0%,39,13.0,7.8,0,84.6,11.8,29,10,1,0,0,0.0,0,3,0,0.0%,W
16,Charvarius Ward,SFO,0,7,3,42.9%,18,6.0,2.6,0,50.3,6.6,14,4,0,0,0,0.0,0,5,0,0.0%,W
17,Talanoa Hufanga,SFO,0,3,3,100.0%,23,7.7,7.7,0,98.6,1.3,4,19,0,0,0,0.0,0,9,0,0.0%,W
18,Azeez Al-Shaair,SFO,0,2,2,100.0%,25,12.5,12.5,0,118.7,6.0,12,13,2,0,0,0.0,0,4,0,0.0%,W
19,Deommodore Lenoir,SFO,0,2,2,100.0%,53,26.5,26.5,0,118.7,17.0,34,19,0,0,0,0.0,0,5,0,0.0%,W
20,Fred Warner,SFO,0,3,1,33.3%,20,20.0,6.7,0,57.6,11.0,18,2,0,0,1,0.0,1,6,0,0.0%,W
21,Samson Ebukam,SFO,0,0,0,,,,,,,,,,1,0,2,0.0,2,2,0,0.0%,W
22,Nick Bosa,SFO,0,0,0,,,,,,,,,,1,0,1,1.0,2,3,0,0.0%,W
23,Charles Omenihu,SFO,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,,W
24,Tashaun Gipson,SFO,0,2,0,0.0%,,,0.0,,39.6,17.0,,,0,0,0,0.0,0,3,0,0.0%,W
25,Samuel Womack,SFO,0,1,0,0.0%,,,0.0,,39.6,17.0,,,0,0,0,0.0,0,0,0,,W
0,Jimmie Ward,SFO,0,8,6,75.0%,34,5.7,4.3,0,82.3,4.8,18,16,1,0,0,0.0,0,4,1,20.0%,W
1,Deommodore Lenoir,SFO,0,8,6,75.0%,25,4.2,3.1,0,77.6,4.4,22,3,0,0,0,0.0,0,10,0,0.0%,W
2,Charvarius Ward,SFO,0,7,5,71.4%,44,8.8,6.3,0,87.8,7.3,36,8,0,0,0,0.0,0,6,0,0.0%,W
3,Dre Greenlaw,SFO,0,5,4,80.0%,23,5.8,4.6,0,85.8,3.6,10,13,4,1,0,0.0,1,8,2,20.0%,W
4,Azeez Al-Shaair,SFO,0,3,3,100.0%,17,5.7,5.7,0,90.3,-0.3,-1,18,2,0,0,0.0,0,3,0,0.0%,W
5,Talanoa Hufanga,SFO,0,3,2,66.7%,29,14.5,9.7,1,137.5,15.0,26,3,2,0,0,1.0,1,5,0,0.0%,W
6,Jackrabbit Jenkins,SFO,0,2,2,100.0%,22,11.0,11.0,0,112.5,7.5,15,7,0,0,0,0.0,0,2,1,33.3%,W
7,Drake Jackson,SFO,0,1,1,100.0%,33,33.0,33.0,0,118.7,0.0,0,33,0,0,1,0.0,1,1,0,0.0%,W
8,Tashaun Gipson,SFO,0,1,1,100.0%,7,7.0,7.0,0,95.8,7.0,7,0,1,0,0,0.0,0,5,0,0.0%,W
9,Fred Warner,SFO,0,3,1,33.3%,4,4.0,1.3,0,42.4,-4.0,-5,9,3,0,0,0.0,0,8,1,11.1%,W
10,Nick Bosa,SFO,0,0,0,,,,,,,,,,0,0,2,1.0,3,2,0,0.0%,W
11,Samson Ebukam,SFO,0,0,0,,,,,,,,,,0,0,1,1.0,2,1,0,0.0%,W
12,Arik Armstead,SFO,0,0,0,,,,,,,,,,1,1,1,0.0,2,1,0,0.0%,W
13,Charles Omenihu,SFO,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,W
14,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W
15,Jordyn Brooks,SEA,0,6,5,83.3%,60,12.0,10.0,1,147.9,3.2,16,44,1,0,0,0.0,0,8,0,0.0%,W
16,Quandre Diggs,SEA,0,5,3,60.0%,90,30.0,18.0,1,143.7,15.0,43,47,1,0,1,0.0,1,7,1,12.5%,W
17,Michael Jackson,SEA,0,4,2,50.0%,23,11.5,5.8,0,67.7,5.0,12,11,0,0,0,0.0,0,5,1,16.7%,W
18,Boye Mafe,SEA,0,2,2,100.0%,10,5.0,5.0,0,87.5,1.0,2,8,0,0,0,0.0,0,1,0,0.0%,W
19,Ryan Neal,SEA,0,4,2,50.0%,13,6.5,3.3,0,57.3,6.0,6,7,0,0,0,0.0,0,5,2,28.6%,W
20,Uchenna Nwosu,SEA,0,1,1,100.0%,7,7.0,7.0,0,95.8,-4.0,-4,11,0,1,0,0.0,1,6,0,0.0%,W
21,Darrell Taylor,SEA,0,1,1,100.0%,3,3.0,3.0,0,79.2,3.0,3,0,0,0,0,0.0,0,1,0,0.0%,W
22,Cody Barton,SEA,0,3,1,33.3%,11,11.0,3.7,0,45.1,4.3,5,6,0,0,0,0.0,0,10,0,0.0%,W
23,Quinton Jefferson,SEA,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%,W
24,Poona Ford,SEA,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,W
25,Shelby Harris,SEA,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%,W
26,Myles Adams,SEA,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,W
0,Jimmie Ward,SFO,0,5,4,80.0%,46,11.5,9.2,0,105.0,6.2,23,23,0,0,0,0.0,0,4,1,20.0%,L
1,Dre Greenlaw,SFO,0,3,3,100.0%,27,9.0,9.0,0,104.2,3.7,11,16,1,1,0,0.0,1,9,1,10.0%,L
2,Talanoa Hufanga,SFO,0,4,3,75.0%,17,5.7,4.3,0,82.3,5.8,17,0,1,0,0,0.0,0,6,0,0.0%,L
3,Fred Warner,SFO,0,3,2,66.7%,13,6.5,4.3,0,75.7,1.3,3,10,1,0,0,0.0,0,8,1,11.1%,L
4,Charvarius Ward,SFO,0,6,2,33.3%,16,8.0,2.7,0,42.4,24.7,15,1,0,0,0,0.0,0,4,0,0.0%,L
5,Oren Burks,SFO,0,1,1,100.0%,2,2.0,2.0,0,79.2,2.0,2,0,0,0,0,0.0,0,1,0,0.0%,L
6,Arik Armstead,SFO,0,0,0,,,,,,,,,,0,0,1,1.0,2,5,0,0.0%,L
7,Nick Bosa,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,1,20.0%,L
8,Charles Omenihu,SFO,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,L
9,Deommodore Lenoir,SFO,0,2,0,0.0%,,,0.0,,39.6,7.0,,,0,0,0,0.0,0,7,0,0.0%,L
10,Azeez Al-Shaair,SFO,0,0,0,,,,,,,,,,2,0,0,0.0,0,2,0,0.0%,L
11,Samson Ebukam,SFO,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,2,40.0%,L
12,Tashaun Gipson,SFO,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,L
13,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,L
14,Kyzir White,PHI,0,3,3,100.0%,31,10.3,10.3,0,109.7,1.3,4,27,0,0,0,0.0,0,6,0,0.0%,L
15,James Bradberry,PHI,0,4,3,75.0%,41,13.7,10.3,0,107.3,7.3,29,12,0,0,0,0.0,0,3,0,0.0%,L
16,T.J. Edwards,PHI,0,2,2,100.0%,12,6.0,6.0,0,91.7,-5.0,-10,22,0,0,0,0.0,0,3,3,50.0%,L
17,Brandon Graham,PHI,0,1,1,100.0%,1,1.0,1.0,0,79.2,1.0,1,0,0,2,0,0.0,2,1,1,50.0%,L
18,Darius Slay,PHI,0,3,1,33.3%,11,11.0,3.7,0,45.1,10.0,11,0,0,0,0,0.0,0,3,2,40.0%,L
19,C.J. Gardner-Johnson,PHI,0,1,1,100.0%,1,1.0,1.0,0,79.2,-4.0,-4,5,0,0,0,0.0,0,5,1,16.7%,L
20,Haason Reddick,PHI,0,0,0,,,,,,,,,,4,0,0,2.0,2,3,0,0.0%,L
21,Ndamukong Suh,PHI,0,0,0,,,,,,,,,,0,0,2,0.0,2,2,0,0.0%,L
22,Javon Hargrave,PHI,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,1,33.3%,L
23,Jordan Davis,PHI,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,L
24,Josh Sweat,PHI,0,0,0,,,,,,,,,,1,0,1,0.0,1,3,0,0.0%,L
25,Milton Williams,PHI,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,L
26,Avonte Maddox,PHI,0,1,0,0.0%,,,0.0,,39.6,1.0,,,0,0,0,0.0,0,3,0,0.0%,L
27,Patrick Johnson,PHI,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%,L
28,Marcus Epps,PHI,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,L
0,Bryce Callahan,LAC,0,3,3,100.0%,45,15.0,15.0,0,118.7,-0.3,-1,46,0,0,0,0.0,0,1,2,66.7%,W
1,Michael Davis,LAC,0,3,3,100.0%,39,13.0,13.0,0,118.7,9.0,27,12,0,0,0,0.0,0,6,1,14.3%,W
2,Derwin James,LAC,0,5,3,60.0%,30,10.0,6.0,0,77.1,4.8,11,19,2,0,0,0.0,0,13,0,0.0%,W
3,Nasir Adderley,LAC,0,3,2,66.7%,26,13.0,8.7,0,93.7,8.7,17,9,0,0,0,0.0,0,7,0,0.0%,W
4,Drue Tranquill,LAC,0,2,2,100.0%,22,11.0,11.0,0,112.5,5.0,10,12,0,0,0,0.0,0,15,1,6.3%,W
5,Asante Samuel Jr.,LAC,0,7,2,28.6%,16,8.0,2.3,0,39.6,8.3,15,1,0,0,0,0.0,0,3,0,0.0%,W
6,Khalil Mack,LAC,0,1,1,100.0%,-1,-1.0,-1.0,0,79.2,-5.0,-5,4,1,0,0,1.0,1,4,1,20.0%,W
7,Kyle Van Noy,LAC,0,1,1,100.0%,6,6.0,6.0,0,91.7,-3.0,-3,9,0,0,0,0.0,0,2,0,0.0%,W
8,Troy Reeder,LAC,0,1,1,100.0%,33,33.0,33.0,0,118.7,18.0,18,15,0,0,0,0.0,0,2,0,0.0%,W
9,Alohi Gilman,LAC,0,1,1,100.0%,24,24.0,24.0,0,118.7,13.0,13,11,0,0,0,0.0,0,6,0,0.0%,W
10,Jeremiah Attaochu,LAC,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,,W
11,Kenneth Murray,LAC,0,0,0,,,,,,,,,,0,0,0,0.0,0,5,1,16.7%,W
12,Morgan Fox,LAC,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%,W
13,Isaiah Spiller,LAC,0,1,0,0.0%,,,0.0,,39.6,8.0,,,0,0,0,0.0,0,0,0,,W
14,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W
15,Jimmie Ward,SFO,0,6,5,83.3%,45,9.0,7.5,0,97.9,1.3,13,32,0,0,0,0.0,0,4,1,20.0%,W
16,Fred Warner,SFO,0,6,3,50.0%,32,10.7,5.3,0,66.0,3.2,15,17,4,0,1,0.0,1,7,0,0.0%,W
17,Dre Greenlaw,SFO,0,5,3,60.0%,23,7.7,4.6,0,71.2,2.0,9,14,1,0,0,0.0,0,7,0,0.0%,W
18,Nick Bosa,SFO,0,2,2,100.0%,0,0.0,0.0,0,79.2,-1.0,-2,2,0,0,3,1.0,4,4,0,0.0%,W
19,Talanoa Hufanga,SFO,1,4,2,50.0%,57,28.5,14.3,1,95.8,25.8,49,8,0,0,0,0.0,0,2,0,0.0%,W
20,Deommodore Lenoir,SFO,0,3,2,66.7%,8,4.0,2.7,0,70.1,-1.0,2,6,0,0,0,0.0,0,1,1,50.0%,W
21,Charvarius Ward,SFO,0,5,1,20.0%,5,5.0,1.0,0,39.6,8.4,5,0,1,0,0,0.0,0,2,0,0.0%,W
22,Azeez Al-Shaair,SFO,0,2,1,50.0%,9,9.0,4.5,0,62.5,6.5,5,4,1,0,0,0.0,0,3,0,0.0%,W
23,Kerry Hyder,SFO,0,1,1,100.0%,5,5.0,5.0,0,87.5,-4.0,-4,9,0,0,0,0.0,0,4,0,0.0%,W
24,Tashaun Gipson,SFO,0,1,1,100.0%,12,12.0,12.0,0,116.7,11.0,11,1,1,0,0,0.0,0,4,0,0.0%,W
25,Charles Omenihu,SFO,0,0,0,,,,,,,,,,0,0,2,1.0,3,1,0,0.0%,W
26,Jordan Willis,SFO,0,0,0,,,,,,,,,,0,0,1,1.0,2,4,0,0.0%,W
0,Ryan Neal,SEA,0,6,5,83.3%,46,9.2,7.7,0,98.6,9.0,26,20,0,0,0,0.0,0,10,1,9.1%,W
1,Tariq Woolen,SEA,0,8,4,50.0%,94,23.5,11.8,0,92.7,14.9,59,35,0,0,0,0.0,0,3,0,0.0%,W
2,Cody Barton,SEA,0,4,3,75.0%,35,11.7,8.8,1,140.6,5.3,8,27,1,0,0,0.0,0,9,0,0.0%,W
3,Quandre Diggs,SEA,0,2,2,100.0%,44,22.0,22.0,0,118.7,19.0,38,6,0,0,0,0.0,0,5,0,0.0%,W
4,Tanner Muse,SEA,0,3,2,66.7%,81,40.5,27.0,2,149.3,1.0,6,75,0,0,0,0.0,0,4,0,0.0%,W
5,Michael Jackson,SEA,0,6,2,33.3%,32,16.0,5.3,0,52.1,19.5,10,22,0,0,0,0.0,0,5,1,16.7%,W
6,Quinton Jefferson,SEA,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,W
7,Uchenna Nwosu,SEA,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,1,25.0%,W
8,Bruce Irvin,SEA,0,0,0,,,,,,,,,,0,0,0,1.0,1,5,0,0.0%,W
9,Coby Bryant,SEA,0,1,0,0.0%,,,0.0,,39.6,26.0,,,0,0,0,0.0,0,1,1,50.0%,W
10,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W
11,Charvarius Ward,SFO,0,9,7,77.8%,105,15.0,11.7,1,152.3,14.4,75,30,0,0,0,0.0,0,3,1,25.0%,W
12,Deommodore Lenoir,SFO,1,7,4,57.1%,47,11.8,6.7,0,38.1,11.7,28,19,0,0,0,0.0,0,5,0,0.0%,W
13,Samuel Womack,SFO,0,4,4,100.0%,23,5.8,5.8,1,130.2,5.5,22,1,0,0,0,0.0,0,5,0,0.0%,W
14,Dre Greenlaw,SFO,0,2,2,100.0%,15,7.5,7.5,0,97.9,4.0,8,7,0,0,0,0.0,0,11,0,0.0%,W
15,Fred Warner,SFO,0,2,2,100.0%,10,5.0,5.0,0,87.5,2.5,5,5,0,0,0,0.0,0,6,0,0.0%,W
16,Tashaun Gipson,SFO,0,1,1,100.0%,11,11.0,11.0,0,112.5,0.0,0,11,0,0,0,0.0,0,3,0,0.0%,W
17,Demetrius Flannigan-Fowles,SFO,0,3,1,33.3%,6,6.0,2.0,0,42.4,10.3,6,0,0,0,0,0.0,0,3,0,0.0%,W
18,Jackrabbit Jenkins,SFO,0,1,1,100.0%,5,5.0,5.0,0,87.5,3.0,3,2,0,0,0,0.0,0,2,0,0.0%,W
19,Tarvarius Moore,SFO,0,2,1,50.0%,24,24.0,12.0,0,93.7,13.5,24,0,0,0,0,0.0,0,2,0,0.0%,W
20,Oren Burks,SFO,0,2,1,50.0%,3,3.0,1.5,0,56.2,6.5,3,0,0,0,0,0.0,0,1,0,0.0%,W
21,Jimmie Ward,SFO,0,1,1,100.0%,4,4.0,4.0,0,83.3,2.0,2,2,1,0,0,0.0,0,2,0,0.0%,W
22,Charles Omenihu,SFO,0,0,0,,,,,,,,,,0,0,0,2.0,2,3,0,0.0%,W
23,Arik Armstead,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%,W
24,Azeez Al-Shaair,SFO,0,1,0,0.0%,,,0.0,,39.6,3.0,,,0,0,0,0.0,0,3,0,0.0%,W
25,Samson Ebukam,SFO,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,,W
0,Deommodore Lenoir,SFO,0,8,7,87.5%,102,14.6,12.8,0,118.7,9.1,65,37,1,0,0,0.0,0,8,1,11.1%,W
1,Dre Greenlaw,SFO,0,7,5,71.4%,22,4.4,3.1,0,74.7,2.3,2,20,1,0,0,0.0,0,11,1,8.3%,W
2,Fred Warner,SFO,0,6,3,50.0%,27,9.0,4.5,0,62.5,0.2,5,22,4,0,1,0.5,2,9,0,0.0%,W
3,Demetrius Flannigan-Fowles,SFO,0,3,3,100.0%,43,14.3,14.3,0,118.7,10.0,30,13,1,0,0,1.0,1,4,1,20.0%,W
4,Charvarius Ward,SFO,0,7,3,42.9%,34,11.3,4.9,0,58.0,12.9,28,6,0,0,0,0.0,0,4,0,0.0%,W
5,Talanoa Hufanga,SFO,0,3,2,66.7%,12,6.0,4.0,0,74.3,6.3,3,9,6,0,0,1.0,1,5,2,28.6%,W
6,Ambry Thomas,SFO,0,3,2,66.7%,17,8.5,5.7,0,81.2,15.3,16,1,0,0,0,0.0,0,2,0,0.0%,W
7,Emmanuel Moseley,SFO,1,4,1,25.0%,18,18.0,4.5,0,6.2,16.3,3,15,1,1,0,0.0,1,3,1,25.0%,W
8,Charles Omenihu,SFO,0,0,0,,,,,,,,,,0,0,1,1.0,2,1,0,0.0%,W
9,Samson Ebukam,SFO,0,0,0,,,,,,,,,,4,1,0,0.5,2,3,0,0.0%,W
10,Oren Burks,SFO,0,0,0,,,,,,,,,,1,0,0,0.5,1,3,0,0.0%,W
11,Drake Jackson,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%,W
12,Tashaun Gipson,SFO,0,0,0,,,,,,,,,,1,0,0,0.5,1,3,0,0.0%,W
13,Nick Bosa,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%,W
14,Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,W
15,Shaq Thompson,CAR,0,6,5,83.3%,72,14.4,12.0,0,116.7,3.5,21,51,7,0,0,0.0,0,6,2,25.0%,W
16,Donte Jackson,CAR,0,4,3,75.0%,28,9.3,7.0,0,93.7,9.3,17,11,0,0,0,0.0,0,4,0,0.0%,W
17,Damien Wilson,CAR,0,2,2,100.0%,25,12.5,12.5,0,118.7,-0.5,-1,26,2,0,0,1.0,1,9,1,10.0%,W
18,Juston Burris,CAR,0,3,2,66.7%,24,12.0,8.0,1,130.6,12.7,21,3,1,0,0,0.0,0,8,2,20.0%,W
19,Jaycee Horn,CAR,0,4,1,25.0%,16,16.0,4.0,0,43.7,15.8,7,9,0,0,0,0.0,0,1,0,0.0%,W
20,C.J. Henderson,CAR,0,1,1,100.0%,13,13.0,13.0,0,118.7,7.0,7,6,0,0,0,0.0,0,0,1,100.0%,W
21,Myles Hartsfield,CAR,0,6,1,16.7%,39,39.0,6.5,1,93.7,8.3,25,14,0,0,0,0.0,0,4,0,0.0%,W
22,Cory Littleton,CAR,0,2,1,50.0%,12,12.0,6.0,0,68.7,6.5,0,12,3,0,0,0.0,0,7,0,0.0%,W
23,Sean Chandler,CAR,0,1,1,100.0%,24,24.0,24.0,0,118.7,13.0,13,11,0,0,0,0.0,0,2,0,0.0%,W
24,Marquis Haynes,CAR,0,0,0,,,,,,,,,,0,1,2,0.0,3,0,0,,W
25,Matthew Ioannidis,CAR,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,W
26,Brian Burns,CAR,0,1,0,0.0%,,,0.0,,39.6,-6.0,,,0,0,0,1.0,1,2,0,0.0%,W
